Name,Latitude,Longitude,Cuisine,Area,Rating,Reviews,Price,Address,GoogleMapsURL
NICO NICO - Café & Brunch Place,13.736536599999999,100.5828951,Cafe,วัฒนา,4.5,431,฿฿,"555, ตึก DM Home Soi Thong Lo, แขวง คลองเตยเหนือ Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJK0oh-fqf4jAR-70cq-12UNY
FIRST AID KISS CAFE & WORKSHOP @ Thonglor,13.724380000000002,100.5795802,Cafe,Watthana,4.8,344,฿฿,"58, 18 Soi Thong Lo, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJSTL9KHCf4jARNH-vr8U7OsI
Groundwork Specialty Coffee & Workplace,13.779335399999999,100.52240139999999,Cafe,ดุสิต,4.7,358,฿,"526 Thanon Rama V, Khwaeng Thanon Nakhon Chai Si, Khet Dusit, Krung Thep Maha Nakhon 10300, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJK_U0uruZ4jARfcqWcHYvI2k
Spring Matcha,13.7680359,100.67729369999999,Matcha Cafe,Saphan Sung,4.6,377,฿,"159 23 Soi Ramkhamhaeng 110, Khwaeng Saphan Sung, Khet Saphan Sung, Krung Thep Maha Nakhon 10240, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJdcMIoWRhHTERJSFYZE7k71Q
HUGS SONGWAT CAFE,13.7359277,100.5126842,Cafe,Yaowarat,4.8,327,฿฿,"42 Soi Charoen Phaniang, Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJZVkzVU6Z4jARkpN8tuNnbo4
Hēi Jīi,13.7277676,100.51635139999999,Cafe,บางรัก,4.5,405,฿,"415 ถ. เจริญกรุง Khwaeng Si Phraya, Khet Bang Rak, Krung Thep Maha Nakhon 10500, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJzX_x9XCZ4jAR5nV8GeVi-IY
Seven Rabbit Gelato . Matcha . Coffee,13.7356135,100.6506385,Matcha Cafe,Suan Luang,4.7,347,฿,"280 Phatthanakan 53, Khwaeng Suan Luang, Khet Suan Luang, Krung Thep Maha Nakhon 10250, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJAaGCC8BhHTEROu7fU3csJ1M
BENKOFF,13.731508499999999,100.581171,Cafe,Watthana,4.5,401,฿,"195 NT TOWER Soi Thong Lo, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJGXvkJWOf4jARrNTvJUF9Tv0
Earthy Roaster (Specialty Coffee),13.749594700000001,100.54266229999999,Cafe,Ratchathewi,4.7,341,฿,"994 Khwaeng Makkasan, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJAT_qeA2f4jARFAucLpLf16o
Voiij coffee and stuff,13.7296734,100.58028900000001,Cafe,Watthana,4.8,317,฿,"117 Soi Thong Lo, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",https://www.google.com/maps/place/?q=place_id:ChIJT7nWsFKf4jARzu4uG_njwYY
